title,idno,terms
I.Sicily inscription 0392,"{'filename': 'isic0392', 'tm': '491603', 'edr': '081507', 'edcs': '21900432', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0392', 'doi': '10.5281/zenodo.4384393'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 1316,"{'filename': 'isic1316', 'tm': '492921', 'edcs': '39101686', 'phi': '316243', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1316', 'doi': '10.5281/zenodo.4353433'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1514,"{'filename': 'isic1514', 'tm': '645014', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1514', 'doi': '10.5281/zenodo.4354251'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Honorific for Marcus Appuleius,"{'filename': 'isic3333', 'tm': '175856', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3333', 'doi': '10.5281/zenodo.4358205'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 3507,"{'filename': 'isic3507', 'tm': '491423', 'edcs': '46600164', 'phi': '336687', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3507', 'doi': '10.5281/zenodo.4388688'}","[{'key': 'prayer', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/85.html', 'text': 'prayer'}]"
I.Sicily inscription 3504,"{'filename': 'isic3504', 'tm': '645372', 'edcs': '70901007', 'phi': '336204', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3504', 'doi': '10.5281/zenodo.4388682'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1214,"{'filename': 'isic1214', 'tm': '492818', 'edcs': '39101578', 'phi': '334841', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1214', 'doi': '10.5281/zenodo.4352229'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0884,"{'filename': 'isic0884', 'tm': '492514', 'edcs': '39102041', 'phi': '140365', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0884', 'doi': '10.5281/zenodo.4339804'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Funerary inscription for Sosis,"{'filename': 'isic1173', 'tm': '284913', 'edr': '108737', 'edcs': '39102327', 'phi': '140656', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1173', 'doi': '10.5281/zenodo.4351703'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0674,"{'filename': 'isic0674', 'tm': '175743', 'edcs': '6100251', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0674', 'doi': '10.5281/zenodo.4385138'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 2882,"{'filename': 'isic2882', 'tm': '645275', 'phi': '334617', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2882', 'doi': '10.5281/zenodo.4387605'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0161,"{'filename': 'isic0161', 'tm': '175697', 'edr': '077915', 'edcs': '8900393', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0161', 'doi': '10.5281/zenodo.4334372'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3676,"{'filename': 'isic3676', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3676', 'doi': '10.5281/zenodo.4388938'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0248,"{'filename': 'isic0248', 'tm': '285247', 'edr': '127454', 'edcs': '22100572', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0248', 'doi': '10.5281/zenodo.4334719'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1031,"{'filename': 'isic1031', 'tm': '492659', 'edcs': '39102185', 'phi': '175416', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1031', 'doi': '10.5281/zenodo.4385365'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication; list of\n                        magistrates'}]"
I.Sicily inscription 0310,"{'filename': 'isic0310', 'tm': '491517', 'edr': '141128', 'edcs': '21900345', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0310', 'doi': '10.5281/zenodo.4384281'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary; honorific'}]"
I.Sicily inscription 0207,"{'filename': 'isic0207', 'tm': '285254', 'edr': '127468', 'edcs': '22100132', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0207', 'doi': '10.5281/zenodo.4334585'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3209,"{'filename': 'isic3209', 'tm': '285104', 'edr': '121028', 'edcs': '17900194', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3209', 'doi': '10.5281/zenodo.4357242'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific; building\n                        (?)'}]"
I.Sicily inscription 3736,"{'filename': 'isic3736', 'phi': '334123', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3736', 'doi': '10.5281/zenodo.4381486'}",[]
"Funerary inscription for Xenokritos son of Hephaistokles, of Massalia","{'filename': 'isic3334', 'tm': '645582', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3334', 'doi': '10.5281/zenodo.4358209'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3893,"{'filename': 'isic3893', 'phi': '334346', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3893', 'doi': '10.5281/zenodo.4389164'}",[]
I.Sicily inscription 2795,"{'filename': 'isic2795', 'tm': '645192', 'phi': '334307', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2795', 'doi': '10.5281/zenodo.4387393'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3490,"{'filename': 'isic3490', 'tm': '645111', 'edr': '140747', 'edcs': '41300109', 'phi': '175751', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3490', 'doi': '10.5281/zenodo.4358598'}",[]
I.Sicily inscription 4018,"{'filename': 'isic4018', 'phi': '334523', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4018', 'doi': '10.5281/zenodo.4389589'}",[]
I.Sicily inscription 4128,"{'filename': 'isic4128', 'phi': '334669', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4128', 'doi': '10.5281/zenodo.4389894'}",[]
I.Sicily inscription 1538,"{'filename': 'isic1538', 'tm': '645037', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1538', 'doi': '10.5281/zenodo.4386103'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 0239,"{'filename': 'isic0239', 'tm': '285276', 'edr': '127497', 'edcs': '10900667', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0239', 'doi': '10.5281/zenodo.4334689'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0160,"{'filename': 'isic0160', 'tm': '175682', 'edr': '078714', 'edcs': '26001192', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0160', 'doi': '10.5281/zenodo.4334370'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4232,"{'filename': 'isic4232', 'phi': '334799', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4232', 'doi': '10.5281/zenodo.4390190'}",[]
I.Sicily inscription 0897,"{'filename': 'isic0897', 'tm': '492527', 'edcs': '39102054', 'phi': '140378', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0897', 'doi': '10.5281/zenodo.4339847'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4362,"{'filename': 'isic4362', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4362', 'doi': '10.5281/zenodo.4390390'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 1150,"{'filename': 'isic1150', 'tm': '492763', 'edr': '135941', 'edcs': '39102307', 'phi': '140635', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1150', 'doi': '10.5281/zenodo.4351647'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1456,"{'filename': 'isic1456', 'tm': '284904', 'edr': '112486', 'edcs': '41300084', 'phi': '175698', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1456', 'doi': '10.5281/zenodo.4354082'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4014,"{'filename': 'isic4014', 'phi': '334516', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4014', 'doi': '10.5281/zenodo.4389581'}",[]
I.Sicily inscription 1101,"{'filename': 'isic1101', 'tm': '492722', 'edcs': '39102259', 'phi': '140585', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1101', 'doi': '10.5281/zenodo.4351509'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 3020,"{'filename': 'isic3020', 'tm': '645377', 'phi': '332330', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3020', 'doi': '10.5281/zenodo.4387981'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication (?)'}]"
I.Sicily inscription 0866,"{'filename': 'isic0866', 'tm': '492494', 'edcs': '39102020', 'phi': '140344', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0866', 'doi': '10.5281/zenodo.4339741'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Funerary honours for Aulus Mevius Zethus,"{'filename': 'isic0767', 'tm': '175802', 'edr': '081545', 'edcs': '6100295', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0767', 'doi': '10.5281/zenodo.4339066'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4147,"{'filename': 'isic4147', 'phi': '334691', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4147', 'doi': '10.5281/zenodo.4389936'}",[]
I.Sicily inscription 3874,"{'filename': 'isic3874', 'phi': '334315', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3874', 'doi': '10.5281/zenodo.4389117'}",[]
I.Sicily inscription 0360,"{'filename': 'isic0360', 'tm': '491570', 'edr': '141182', 'edcs': '21900399', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0360', 'doi': '10.5281/zenodo.4384353'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0233,"{'filename': 'isic0233', 'tm': '175736', 'edr': '076864', 'edcs': '10900663', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0233', 'doi': '10.5281/zenodo.4334668'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4281,"{'filename': 'isic4281', 'phi': '334880', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4281', 'doi': '10.5281/zenodo.4390291'}",[]
I.Sicily inscription 3850,"{'filename': 'isic3850', 'phi': '334276', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3850', 'doi': '10.5281/zenodo.4389313'}",[]
I.Sicily inscription 0963,"{'filename': 'isic0963', 'tm': '492683', 'edcs': '39102210', 'phi': '175470', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0963', 'doi': '10.5281/zenodo.4340204'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0089,"{'filename': 'isic0089', 'tm': '285022', 'edr': '109660', 'edcs': '22100042', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0089', 'doi': '10.5281/zenodo.4334087'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 1444,"{'filename': 'isic1444', 'tm': '285096', 'edr': '120803', 'edcs': '41300042', 'phi': '329931', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1444', 'doi': '10.5281/zenodo.4354036'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 4003,"{'filename': 'isic4003', 'phi': '334499', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4003', 'doi': '10.5281/zenodo.4389553'}",[]
I.Sicily inscription 2767,"{'filename': 'isic2767', 'tm': '645164', 'phi': '334116', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2767', 'doi': '10.5281/zenodo.4355075'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1130,"{'filename': 'isic1130', 'tm': '492743', 'edr': '136430', 'edcs': '39102287', 'phi': '175714', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1130', 'doi': '10.5281/zenodo.4351579'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 2842,"{'filename': 'isic2842', 'tm': '645236', 'phi': '334529', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2842', 'doi': '10.5281/zenodo.4387495'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3646,"{'filename': 'isic3646', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3646', 'doi': '10.5281/zenodo.4388894'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3071,"{'filename': 'isic3071', 'tm': '645423', 'phi': '331994', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3071', 'doi': '10.5281/zenodo.4357132'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0778,"{'filename': 'isic0778', 'tm': '175687', 'edcs': '8400266', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0778', 'doi': '10.5281/zenodo.4385245'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1502,"{'filename': 'isic1502', 'tm': '645003', 'phi': '334823', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1502', 'doi': '10.5281/zenodo.4386061'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0772,"{'filename': 'isic0772', 'tm': '175804', 'edr': '081547', 'edcs': '6100297', 'phi': '334858', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0772', 'doi': '10.5281/zenodo.4339082'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 4163,"{'filename': 'isic4163', 'phi': '334712', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4163', 'doi': '10.5281/zenodo.4389969'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Honours for Aviana,"{'filename': 'isic3575', 'tm': '645646', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3575', 'doi': '10.5281/zenodo.4358742'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'cert': 'low', 'text': 'honorific (?)'}]"
I.Sicily inscription 0486,"{'filename': 'isic0486', 'tm': '491712', 'edcs': '22000792', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0486', 'doi': '10.5281/zenodo.4384439'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 2774,"{'filename': 'isic2774', 'tm': '645171', 'phi': '334213', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2774', 'doi': '10.5281/zenodo.4387368'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4365,"{'filename': 'isic4365', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4365', 'doi': '10.5281/zenodo.4390396'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2804,"{'filename': 'isic2804', 'tm': '645201', 'phi': '334344', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2804', 'doi': '10.5281/zenodo.4387417'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3983,"{'filename': 'isic3983', 'phi': '334470', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3983', 'doi': '10.5281/zenodo.4389509'}",[]
I.Sicily inscription 4363,"{'filename': 'isic4363', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4363', 'doi': '10.5281/zenodo.4390392'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3018,"{'filename': 'isic3018', 'tm': '645366', 'phi': '332327', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3018', 'doi': '10.5281/zenodo.4387975'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
Epitaph erected by Sossis for his wife Rufina Marcia,"{'filename': 'isic4382', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4382', 'doi': '10.5281/zenodo.4381852'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0532,"{'filename': 'isic0532', 'tm': '491755', 'edcs': '22000838', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0532', 'doi': '10.5281/zenodo.4384876'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1640,"{'filename': 'isic1640', 'tm': '494040', 'edcs': '12700068', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1640', 'doi': '10.5281/zenodo.4354690'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3343,"{'filename': 'isic3343', 'tm': '645588', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3343', 'doi': '10.5281/zenodo.4388430'}","[{'key': 'terminus', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/96.html', 'text': 'terminus'}]"
I.Sicily inscription 3889,"{'filename': 'isic3889', 'phi': '334339', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3889', 'doi': '10.5281/zenodo.4389154'}",[]
I.Sicily inscription 0257,"{'filename': 'isic0257', 'tm': '285214', 'edr': '127150', 'edcs': '10900679', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0257', 'doi': '10.5281/zenodo.4334777'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0346,"{'filename': 'isic0346', 'tm': '491555', 'edr': '141172', 'edcs': '21900384', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0346', 'doi': '10.5281/zenodo.4384324'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3719,"{'filename': 'isic3719', 'phi': '336721', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3719', 'doi': '10.5281/zenodo.4389045'}","[{'key': 'stamp', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/118', 'text': 'stamp'}]"
